stemming,sentiment_score,sentiment
menteri investasikepala badan koordinasi tanam modal bkpm bahlil lahadalia beri kabar baru kait sukanto tanoto kongandamerat nasional akan investasi ibu kota nusantara ikn baca,0.0,netral
project bangkit listrik tenaga surya ibu kota nusantara tahap 1 plts ikn milik kapasitas besar 10mw,0.0,netral
tebak nama ibukota provinsi sumatra timur,0.0,netral
kalauaim soal bung karno punya cita2 besar ibu kota kalimantan cerita udah relevan soal tahun 1960an pidato bung karno udah damai yakin ibu kota sah tetap jakarta makanya jakarta bangun poros jl thamrinsudirman dkk,0.0,netral
koreksi 1 sulawesi barat satu provinsi indonesia tidak punya kota otonom jadi ibukotanya kabupaten mamuju 2 tanjung andar bukan kota otonom camat masuk wilayah kabupaten buandangan 3 sofifi rupa andarah bukan kota otonom,0.0,netral
news or hoax hoax sembur andampur wilayah pembangunanan ibu kota nusantara,-0.4939,negatif
jakarta ramal tetap macet meski ibu kota pindah ikn kok,0.0,netral
ibu kota pindah ikn pakar jakarta kalah saing pik amp bisad,0.0,netral
pembangunanan jakarta pasti tetap masif meski ibu kota pindah ikn,0.0,netral
menteri uang sri mulyani indrawati sampai realisasi anggar apbn pembangunanan ibu kota nusantara ikn capai rp4 3 triliun 10 9 persen total pagu besar rp39 6 triliun per 1 april 2024,0.0,netral
betawi kota biasa akhir betawi ora biasa akhir a ada h nya kayak guah betawi kotatengah tutur jakarta sekitar betawi orapinggiran biasa tutur depok bekas banyak pengaruh jawa sunda jugak,0.0,netral
presiden ri joko widodo jokowi sebut 29 usaha singapura antusias investasi pembangunanan ibu kota nusantara ikn kalimantan timur,0.0,netral
terimakasih bukti baru junghun gunung gamping barat jogja tahun 1836 tidak sebut letak persis sempat mampir pesanggrahan ambarketawang tempat hb i pantau proyek ikn kasultanan lenyap gunung gamping temtu tidak jadi seharmal,0.0,netral
hari sebeandam prokalauamasi merdeka indonesia jakarta cirebon nyata lebih duanda memprokalauamasikan merdeka indonesia lengkap tonton youtube neo historia indonesia,0.0,netral
temu teliti brin soal sesar aktif sekitar ibu kota nusantara,0.0,netral
presiden jokowi menandatangani uu dkj atur pindah ibu kota nusantara jakarta ikn laanda kapan status jakarta ubah,0.0,netral
investasi ngasih energi baru ramah lingkung makin keren kan,0.0,netral
rencana pindah ibu kota nusantara ikn jadi bahas ramai bincang ikn nusantara ada dua kabupaten provinsi kalimantan timur kabupaten kuta kartanusantara kabupaten najam paser utara itu presiden jokowi jokowi,0.0,netral
ltapigtapienerapan material konstruksi hijau ltem id ispasted gtgreen materialltemgt pembangunanan ibu kota nusantara ikn kalimantan timur kurang emisi karbonltapigt,0.0,netral
komedian isa bajaj putus pindah jakarta tinggal kampung halaman magetan isa pindah bisa rawat ibu sakit,0.0,netral
anjir padahal daerahanyaa ibukota andah eh mantan duduk banyak abai perintah begitu buta hati perintah,0.0,netral
atrbpn haanda menteri atrkepala bpn agus harimurti yudhoyono ahy sama wamen atrwaka bpn raja juli antony laku kunjung kerja provinsi kalimantan timur tepat ibu kota nusantara ikn,0.0,netral
ibu kota ikn tenggelam akibat sembur andampur campur gas simpul unggah video mengekalauaim ibu kota nusantara ikn tenggelam akibat sembur andampur gas tidak benar misleading content rujuk,-0.4019,negatif
halal bihalal caprescawapres suasana lebaran cawapres nomor urut 01 muhaimin iskandar cak imin sambang diam capres nomor urut 01 anies basendiriedan lebak buandas jakarta selatan,0.0,netral
ken nobar pas semi final daerah jaksel mana nobar seru makan enak wkwkw,0.0,netral
presiden jokowi menandatangani kesah undangundang nomor 2 tahun 2024 daerah khusus jakarta salah satu atur alih status ibu kota jakarta ikn baca berita lengkap,0.0,netral
kendara bahan bakar fosil bensin larang liar wilayah ibu kota nusantara ikn dasar regulasi seandaruh moda transportasi ikn nusantara ramah lingkung,-0.5106,negatif
berapa nominal beras 5 kg m goreng 1 liter gula pasir 1 kg 1 ktk teh ceandap 1 bks biskuit wn rela antre nekat ricuh dapat parah kah hidup negeri rezim jkw kuasa cek bantu lemparlemparan hiks,0.0,netral
daftar 38 provinsi indonesia ibu kota 1 nanggroe aceh darussalam ibu kota banda aceh 2 sumatera utara ibu kota medan 3 sumatera selatan ibu kota palembang 4 sumatera barat ibu kota padang 5 bengkuanda ibu kota bengkuanda 6 riau ibu kota pekanbaru 7,0.0,netral
polisi autopasari sisendiria smk nias selatan duga tinggal aniaya oknum kepasarek,0.0,netral
fyi ibukota kalimantan selatan bener banjarbaru banjarmasin udh ga jadi ibukota kalsel sejak maret 2022,0.2023,positif
acheh guna al quran hadis hukum acheh masyhur segala penjuru dunia bahkan brunei guna kanun meukuta alam acheh darussalam sultan acheh paling pancasila hukum acheh jadi provinsi miskin indonesia,0.0,netral
pakar ugm ungkap potensi gempa bumi jadi ibu kota baru indonesia ikn sebut sesar tua wilayah sebut via,0.0,netral
kalau dipikir2 lgi emang historis kota malang sesuai bouwplan rencana pembangunanan asli cuma kawasan celaket ijen aandanaandan tugu pasar besar sampe daerah sekitar2nya sisa baru kembang abis merdeka makanya smrawut hheheheh,0.0,netral
2x ngalamin sandiwara mk pemianda tahun ujung mampir mk untuk tiga kali wassalam jaman pilpres kemaren saya ngetuit politik 12x hari tidak lebih pun anies basendiriedan capresnya kemudian selebrasi menang oke,0.0,netral
2b orang ln cuma tau satudua kata relevan mereka ugm gadjah mada itb bandung ipb bogor mahawithayalai chulaandangkorn chula rheinischwestflische th aachen aachen alma mater studiorum universit boandagna boandagna kunci fokus satu kata,0.0,netral
kok andacu yak ikn kesan jadi kayak tempat buang gin padahal kaanda emg mau jadi ibukota nusantara baru andagikanya kan butuh kirim kesana justru top talentnya mah yang gak mau tinggal zona nyaman aja,0.2023,positif
pantun cak imin jombang beli es kalau mau juang hanya pks,0.0,netral
presiden jokowi dorong china turut libat bangun moda transportasi ibu kota nusantara ikn kalimantan timur ini sampai jokowi terima kunjung hormat menteri andaar negeri china wang yi istana presiden jakarta kamis,0.0,netral
khayal barangkali pas takdir aset gedung masjid istiqlal bisa beli utk bikin pesantren unggul sampe guru tinggi bismillah,0.0,netral
kaandapun semua aset nusantara jakarta jual bakal beandam cukup buat nutup sandaruh biaya bangun ikn beandam kaanda biaya bengkak 34 kali akhir aset jkt hilang ikn jadi kota tengah selesai andaseandase situation,0.0,netral
upacara ingat hari merdeka indonesia 17 agustus 2024 pasti ridwan kamil bakal langsung ibu kota negera ikn nusantara,0.0,netral
buandag siap pasok butuh pangan ibu kota nusantara ikn ibu kota sebut mulai operasi agustus datang,0.0,netral
pontianak ibu kota provinsi kalimantan barat lama lihat maju kuching ibu kota sarawak tetangga jauh lebih maju sebab pemkot amp pemprov sini terus usaha ajar kejar tinggal,0.0,netral
jokowi tunjuk andahari ulang tahun jadi koordinator apple bangun smart city ikn,0.4019,positif
presiden jokowi minta pm singapura dukung pembangunanan bangkit listrik tenaga surya plts kawasan ibu kota nusantara ikn,0.0,netral
proses pindah aparatur sipil nusantara asn ibu kota nusantara ikn laku ketat dapat talentatalenta pilih,0.0,netral
menteri hubung budi karya sumadi kata pembangunanan bandara ibu kota nusantara ikn saat masih sesuai rencana kerja baik,0.0,netral
kabupaten bandung tadi mau mekar jadi 3 kbb ibukota ngamprah kbisa ibukota soreang kbt ibukota rancaekek naskah akademis bubar rencana andabi politik ada deveandaper gapengen daerahanyaa jauh ibukota kab,0.0,netral
otorita ibu kota nusantara ikn nusantara hadir sistem transportasi cerdas ramah lingkung deputi bidang transformasi hijau gita,0.0,netral
mana pake request jawa barat dong yaudah ibukota jawa barat apa jakarta toandal,0.0,netral
cak imin sebut mk tak kuasa henti laju lemah demokrasi indonesia,0.0,netral
kalimantan utara tuh lebih tepat ibu kota camat tanjung andar iyapp benar ibu kota provinsi camat ini de jure tanjung andar upa camat bukan buah kota,0.0,netral
eh jawa barat dong ibu kota jawa barat jakarta ulang mba mapel ipasarnya,0.0,netral
pindah ibu kota nusantara jakarta ibu kota nusantara ikn khawatir kurang potensi ekonomi jakarta,0.0,netral
menteri atrbpn agus harimurti yudhoyono ahy ungkap banyak 2086 hektare lahan ibu kota nusantara ikn beandam jelas,0.0,netral
perintah rencana undang investor tanam modal proyek ibu kota nusantara ikn kalimantan timur,0.0,netral
menteri investasikepala bkpm bahlil lahadalia sebut djarum group wings group hingga miliarder sukanto tanoto investasi ibu kota nusantara ikn,0.0,netral
aku benci banget jujur sama anakanak jakartasentris mana padahal kampung halaman ortu asal kabupaten cuma menang lahir amp stay jkt terus kalian ngejek outfit kabupaten lah lah lah dih padahal kalian juga gak punya adab sama,0.0,netral
perempuan tiang nusantara baik perempuan baikalauah nusantara jika rusak perempuan rusak nusantara perempuan pilar adab bahkan evoandasi tuntut adab tidak punah harus bayi,0.0,netral
betul jalan pada transportasi publik puskesmas layak sekolah kualitas lebih butuh mungkin org lebih bangga dg status ibukota pindah pulau aku tinggal 12 jam jalan darat ikn cuma lihat berita rumah megah tri baru,0.0,netral
guobandake ra karuan kui sing tak batin saben nonton konten iki ibukota jawatengah bantul,0.0,netral
fun fact bentuk baku benar sumatra kalau kena nama provinsi tulis jadi sumatera mungkin itu jadi saat uu bentuk provinsi sumatra bentuk baku sumatera yang bikinngetik uu ga riset duanda,0.5106,positif
ceritain danau toba anakanak so there s this island in indonesia called sumatera on it there s a very large lake in the middle of it there s an island the lake is so large the island is as big as singapore,0.0,netral
kemudi jarak jauh beda kemudi kota bahkan buat yang driver onlen bandung kalau bawa mobil jakarta rasa beda saya selaanda istirahat henti km 97 arah jakarta km 72 arah bandung,0.0,netral
kerudung item minta tanya ibukota jabar dah diturutin malah jawab jakarta,0.0,netral
kisah mula buah keandaarga desa karang turi indramayu diri atas ki sarkawi maimunah dua anak saedah saenih meski sarkawi nikah maimunah tinggal istri ada saedah saenih tidak pernah ingin maimunah,0.0,netral
waittt ngeliat repliesnya kayak banyak nangkepnya tolak harus orang punya tahu dasar dukung orang gak tau nama ibu kota provinsi oke maapin kaanda miskom antara tapi bukan yang bilang gak bikin sikap,0.0,netral
puandahan usaha asal singapura nyata minat investasi ibu kota nusantara kalimantan timur apa kata jokowi,0.0,netral
kepala otorita ibu kota nusantara oikn bambang susantono ungkap rencana groundbreaking tahap ke6 ikn kalimantan timur,0.0,netral
pindah ibu kota ikn kalimantan timur sebut tidak selesai masalah macet jakarta,0.0,netral
perintah tengah proses pindah ibu kota nusantara jakarta ibu kota nusantara ikn kalimantan timur,0.0,netral
olahraga beandam pagi kemarin sebeandam sidang kabinet ibu kota nusantara ikn sama menteri sehat pak budi sadikin lari pagi sekitar istana ikn indeks kualitas udara ikn sangat baik sampaisampai kalah singapura top bgt,0.2023,positif
pagi ikn ramai hadir warga balikpapan samarinda komunitas andakal lari infandaencer ikut dalam nusantara tni fun run 2024 apresiasi acara yang beri sempat lebih andaas masyarakat lihat langsung kembang ibu,0.5106,positif
presiden prabowo subianto tunjuk basuki hadimuljono kepala otorita ibu kota nusantara oikn nusantara definitif ini posisi mantan menteri kerja umum rumah rakyat pupera bagai laksana tugas plt oikn,0.0,netral
presiden prabowo subianto sebut turut beri arah soal ibu kota nusantara retret kabinet merah putih magelang jawa tengah sudah milik rencana rampung pembangunanan ikn 4 tahun,0.0,netral
pembangunanan ibu kota nusantara ikn terus lanjut kunjung kali saya guna motor pantau kondisi pembangunanan coba jalan tol rasa nyaman kendara sana meski dalam tahap pembangunanan jalan tol muandas cukup,0.0,netral
tinjau lapang upacara ikut istana presiden kawasan ibu kota nusantara ikn kabupaten najam paser utara provinsi kalimantan timur kamis 29 februari 2024 cek kesiap laksana upacara ingat merdeka republik indonesia ke79 17 agustus,0.0,netral
hari resmi laku groundbreaking teras hari ulang tahun ibu kota nusantara by plataran atas lahan seandaas 2000 meter persegi kawasan ikn apresiasi komitmen plataran salah satu laku industri pariwisata kelas dunia investasi ikn pembangunanan,0.0,netral
konsep fufufafa presiden pandir panjang keppres ikn beandam terbit mana kuasa eksekutif legislatif yudikatif selenggara jakarta cara de facto de jure jakarta bagai ibu kota nusantara jadi istilah tahuin cities masih,0.0,netral
semua lengkap nusantara teori trias politika hadir ikn presiden prabowo subianto target ibu kota nusantara ikn ibu kota politik 4 tahun semua lembaga nusantara hadir ikn,0.0,netral
ikn lanjut henti dapat kontraversi ibu kota nusantara ikn lanjut henti tidak kontraversial pembangunanan ikn ambisi pribadi jokowi 1 tidak dalam visi misi 2 tidak dalam rpjmn 3,0.0,netral
ulama tokoh masyarakat tolak ibukota komunis nusantara cakeeeeeppp dekalauarasi sama advokat ulama tokoh nasional batal proyek ikn tahan jakarta ibukota nusantara republik indonesia,0.0,netral
bocor an sangat ring satu indonesia ada indonesia barat ibu kota nya jakarta indonesia timur ibu kota nya ikn mulyono mau mimpin ikn indonesia bagi timur se umur hidup nya laanda lanjut kan anak cucu,0.0,netral
pertama kali sejarah indonesia tidak punya ibu kota bagaimana lantik presiden sesuai atur laksana lantik di ibu kota nusantara ikn ngambang bandam siap sdangkan kota jakarta di cabut jkw ibu kota nusantara,0.0,netral
presiden prabowo subianto komitmen lanjut proyek pembangunanan ibu kota nusantara ikn wujud komitmen prabowo tunjuk basuki hadimuljono kepala otorita ikn oikn,0.0,netral
waris darah jokowi nama ikn nusantara ibu kota nusantara nusantara harus tidak anda bangun smart and forest city kata buat perata nyata buah mimpi buruk saking buruk banyak masyarakat berdarahdarah untuk muas,0.4019,positif
darat rumah masa depan oleh fahari hamzah hari selasa kemarin 24 oktober 2024 lebih kurang sore hari pukul 15 30 pesawat presiden pertama kali darat lapang terbang internasional ibukota nusantara nusantara ikn tahu airport,-0.3612,negatif
universitas gunadarma jadi universitas pertama ibu kota nusantara ikn fasilitas didik sangat penting tingkat kualitas sumber daya manusia sdm indonesia hadap saing gandabal makin ketat perintah terus kuat upaya,0.0,netral
apresiasi selesai pembangunanan sendiriissotel nusantara 9 bulan hotel serta nusantara mal duty free akan tambah ramai ikn perintah ini fokus cipta ramai ikn bangun ekosistem kota hidup bagai fasilitas,0.5106,positif
hadir lembaga didik internasional australian independent school ais nusantara ikn tunjuk komitmen perintah sedia fasilitas dukung kualitas dunia masuk didik groundbreaking campus ais nusantara atas lahan seandaas 7900,0.0,netral
jadi salah satu fasilitas sehat unggul ikn mayapada hospital nusantara jadi daya tarik para investor caandan duduk akan pindah ikn rumah sakit tidak penuh butuh sehat masyarakat juga melambang kesiap,0.0,netral
orangorang bodoh sebar indonesia ini tidak punya ibukota nanti lantik prabowo gibran masalah cara atur di ibukota ini percaya sebar ulang orangorang bodoh lain periksa duanda atur sampai,0.0,netral
nusantara sustainability hub jadi pusat inovasi kembang ekonomi hijau mana usaha universitas kerja sama jadi showcase riset nusantara kembang ekonomi baru utama ekonomi hijau apresiasi pembangunanan nusantara,0.0,netral
pembangunanan jalan tol ibu kota nusantara ikn tengah tahap selesai target tiga seksi utama jalan tol bakal rampung konstruksi desember 2024 tiga seksi diri seksi 3a karangjoangkkt kariangau panjang 13 4 kiandameter,0.0,netral
hari di ikn laksana groundbreaking d prima hotel nusantara nilai investasi capai rp100 miliar hotel akan milik kapasitas 154 kamar apresiasi komitmen dprima hotel selesai proyek dengan cepat harap hadir,0.0,netral
kota udah siap aja sih jadi ibukota kota di sekitar dampak kayak bodetabek kaanda udah kaya deh tuh bangun ikn bukan qataruea banyak duit pindah ibukota sih oke oke aja bangun kota baru ini sih putus sembrono,0.0,netral
kaanda wujud ikn jadi pindah ibu kota jauh dunia jarak 1260 km ibu kota lama jakarta seperti perintah indonesia gak mau ajar sama nusantara asia tenggara myanmar pindah ibu kota yangon naypydaw sejak lama,0.0,netral
hari tiga ibu kota nusantara ikn unjung hotel nusantara leta batu pertama laku 21 september 2023 laanda hotel kapasitas 191 kamar akan resmi 17 agustus 2024 ini hotel dalam tahap selesai beberapa,0.0,netral
presiden ri prabowo subianto ungkap basuki hadimuljono cepat pembangunanan ibu kota nusantara ikn kalimantan timur dalam tahun depan bangun gedung kantor lembaga yudikatif legislatif,0.0,netral
tahun 2019 beliau segitu ngototnya ibu kota indonesia pindah pindahanyaa gak tanggung2 jauh seberang laut kalimantan timur masyarakat adat gusur hari ulang tahun babat habitat orangutan kurang tahun 2024 enteng beliau bilang ikn,0.0,netral
perintah jual tanah ibu kota nusantara ikn kalimantan timur investor gulagula bahaya uang nusantara,0.0,netral
prabowo sebut raja juli anggap ikn ibu kota politik,0.0,netral
ikn ibu kota nusantara jadi sebenernya bukan ibu kota nusantara indonesia jokowi mau bangun raja sana pakai duit rakyat indonesia bahkan hari ulang tahunang anak cucu yang bayar sini paham salam waras,0.0,netral
presiden prabowo subianto target ibu kota nusantara ikn nusantara rampung waktu empat tahun capa tunjuk basuki hadimuljono eks menteri pupr kepala otorita ibu kota nusantara oikn nusantara tunjuk konfirmasi menteri sekretaris,0.0,netral
ikn jadi proyek gagal jadi si pinokio jawa telan air kencing makanya muncul isu tahuin cities tetap ber ibu kota jakarta kantor istana eks koandanial ada nilai historis jangan andapa krangkeng si pinokio jawa serta kroni2nya,0.0,netral
ikn lebih baik jadi kota provinsi ibu kota nusantara tetap jakarta,0.0,netral
uu dkj lama beandam uu pindah ibukota jakarta tetap ibukota gagal ikn jabodetabek tangsel nggk pegang sama samsul nggk bayang kalau pegang samsul,0.0,netral
laksana tugas plt wakil kepala otorita ibu kota nusantara oikn raja juli antoni sebut presiden prabowo subianto milik rencana selesai pembangunanan ibu kota nusantara ikn kurun waktu 4 tahun,0.0,netral
menteri sekretaris nusantara prasetyo had pasti basuki hadimuljono angkat jadi kepala otorita ibu kota nusantara oikn,0.0,netral
wakil menteri kerja umum pu ana kusumastuti konfirmasi presiden ri prabowo subianto beri arah tegas lanjut proyek pembangunanan ibu kota nusantara ikn kabupaten najam paser utara kalimantan timur,-0.2732,negatif
wakil menteri kerja umum ana kusumastuti tegas pembangunanan ibu kota nusantara ikn tetap lanjut bawah perintah presiden prabowo subianto,0.0,netral
percaya ikn akal2an mukidi amp kroni oligarki utk 1 balak hari ulang tahun kalimantan 2 habis dana apbn utk bangun kota modern nanti mangkrak spt hambalang dapat untung dr jual kayu amp fee pembangunanan infrastruktur jakarta tetap ibukota,0.0,netral
kayak sengaja biar jakarta ibukota jadi liat makin jelek bangun ikn laham jadi tampak masuk akal masyarakat awam etapi ga deng kayak ga gitu suudzon doang astagfirullah,0.0,netral
gawat proyek ikn fix mangkrak mantan bos oikn sampai ibu kota batal pindah kalimantan timur,0.0,netral
sama wapres sulistyo sih fix pindah ikn ibu kota n109zone,0.0,netral
perintah mengkalauaim ibu kota nusantara ikn rupa kota tengah hari ulang tahun pertama dunia babat hari ulang tahun ukur kota bukittinggi pembangunanan kota hari ulang tahun ikn sulit wujud,0.0,netral
indonesia kini tidak punya ibukota uu ibu kota nusantara uu ikn undang sejak 15 februari 2022 status dki jakarta ibu kota nusantara habis sejak 15 februari 2024,0.0,netral
kunjung ibu kota nusantara gratis otorita ikn tegas tidak paket wisata bayar,0.0516,positif
status jakarta ibukota udah akhir 15 februari laanda tetap ikn ibukota baru resmi beandam buat de jure gak punya ibukota,0.0,netral
ikn terus bangun tidak bakal jadi ibu kota nusantara,0.0,netral
ikn jadi ibu kota in donesia timur jakarta ibu kota indonesia barat jadi indonesia tak du wo jangan gila ah,0.0,netral
yahud ikn ibukota politik target lembaga legislatif yudikatif diri waktu dekat ikn,0.0,netral
status jakarta ibukota cabut ada ikn dalam khayal hidup ibu palsu,0.0,netral
presiden prabowo subianto target ibu kota nusantara ikn ibu kota politik 4 tahun semua lembaga nusantara hadir ikn,0.0,netral
ibu kota republik indonesia jakarta di panajam iitu ibukota nusantara raja mulyono,0.0,netral
pembangunanan ibu kota nusantara ikn kalimantan timur kaltim bawa dampak positif kota sangga balikpapan tipis sadis teheran tros brics chairul tanjung,0.0,netral
gk tuju ikn dimangkrakan berkali2 bilang kaandapun ikn penuh masalah jgn sampe apa udah bangun jadi sia2 gedung2 udh lanjur bangun di repurpose utk kbutuhan perintah pusatdaerah ibukota tetap jakarta,0.0,netral
mantan menteri kerja umum rumah rakyat pupr basuki hadimuljono bakal jadi kepala otorita ibu kota nusantara oikn definitif,0.0,netral
menteri sekretaris nusantara mensesneg prasetyo had kata rencana pindah kerja pegawai perintah jakarta tuju ibu kota nusantara ikn tidak anda laku berbondongbondong,0.0,netral
mensesneg prasetyo had aku beandam tahu kapan perpresterkait pindah ibu kota nusantara jakarta tuju ikn kaltim laku nanti lihat ajar semua sudahready siap beliau akan tanda tangan ujar prasetyo,0.0,netral
istana tegas jakarta ibu kota keppres ikn terbit,0.0,netral
bulan agustus laanda waktu kantor ngadain acara resepasari dipandamatik polisi perancis tugas sini stay ballroom sebrang terus ngobrol bla bla bla terus satu tanya i heard you are going to change your capital city to ikn where is ikn,0.0,netral
prioritas ibu kota nusantara ikn agar cepat kantor sana masak iyacuman uji coba,0.0,netral
jabat kepala otorita ibu kota nusantara oikn nusantara nantinyadipimpin sosok alam profesional mantan menteri kerja umum rumah rakyat pupera basuki hadimuljono,0.0,netral
aparatur sipil nusantara asn jadwal mulai pindah ibu kota nusantara ikn januari 2025 datang,0.0,netral
menteri kerja umum rumah rakyat pupr bangun memorial park ibu kota nusantara ikn kalimantan timur pembangunanan memorial park guna hormat jasa pahlawan bangsa nana mirdad bahrain bal bank masendiri yessica tamara,0.0,netral
ibu kota nusantara ikn nusantara provinsi kalimantan timur kaltim makin eks kenal andaas dalam tahun akhir perintah pusat menggeandantorkan dana pembangunanan infrastruktur lebih kurang rp40 triliun om samsul komika onana mba nana iu and taehyung,0.0,netral
pindah ibu kota indonesia ibu kota nusantara tidak utk pindah fisik pusat perintah juga bangun kota pintar smart city ikn implementasi konsep smart and sustainable forest city rizieq ade armando septi jam 3 pak andarah fisik,0.6597,positif
pt hari ulang tahunama karya persero resmi mulai pembangunanan gedung kawasan masjid nusantara ibu kota nusantara ikn itu tanda langsung leta batu pertama groundbreaking presiden jokowi 1712024 om samsul komika onana mba nana iu and taehyung,0.0,netral
caandan presiden ri nomor urut 1anies basendiriedanmengkritik pembangunanan ibu kota nusantara ikn alas banyak masalah didki jakarta anies nilai masalahmasalah jakarta tidak otomatis selesai pindah ibu kota nusantara ikn lebih pindah,-0.2732,negatif
apa lanjut presiden 1 infrastruktur rata seandaruh indonesia implementasi 2 pembangunanan ibu kota nusantara picu laanda apa tantang baru yang harus hadap,0.0,netral
just inpo jalan nasional sepakuyang menghubungkankota balikpapan menujuibu kota nusantaraamblas duga struktur jalan tidak kuat sering dilaandai truk muat besar,0.0,netral
pulkam yogjakarta kampanye bantul utk pertama kali sambut bupati bantul h abdul halim muslih yogja berani sll muncul yogja adlh kota masa kecil pak anies sekaligus malam tahun baru di malioboro,0.0,netral
fix upacara merdeka ri pindah ikn tahun menteri sekretariat nusantara pasti upacara bendera ingat hari ulang tahun merdeka ri 79 tidak gelar jakarta laku ibu kota nusantara bank masendiri bungurasih om ganjar pranowo,0.0,netral
sandaw but sure akhir otorita ibu kota nusantara oikn catat investasi sudah masuk proyek ikn nusantara tembus rp 47 5 triliun mana nilai investasi di andaar dana apbn nusron wahid cisauk hobi justin hubner australia garuda,0.4497,positif
pak anies unjung kedaton kuta kartanusantara tenggarong kalimantan timur kamis 11 januari 2023 sambut langsung sultan kuta kartanusantara ing martadipura aji muhammad arifin,0.0,netral
radio republik indonesia rri hadir peran ibu kota nusantara ikn ini bisa informasi seandaruh kembang ikn baik pembangunanannya tanam pohon kembang infrastruktur masyarakat seandaruh tanah air anda dengar kembang,0.0,netral
pak anies basendiriedan sedang orasi kaki gunung gamalama ternate maandaku utara hari jumat 26 januari 2024,0.0,netral
full senyum deh kalau inget neo city jakarta the unity kalau nctzen apa kabar nih asa pcdanya,0.0,netral
anies basendiriedan pribumi asli foto adalah nisan sang kakek alm ar basendiriedan lahir ampel surabaya wafat jakarta jabat masa hidup pahlawan nasional rintis merdeka menteri muda terang ri 19461947 bpupki 1945 bpknip 1946,0.0,netral
i think people sometimes don t realize that indonesia literally means indian islands in greek jakarta the capital of indonesia means maker of victory jayakarta in sanskrit and sumatra means ocean samudra in sanskrit,0.0,netral
detikdetik pak anies tiba patih jogja temu sri sultan hamengku buwono x jogja 24 januari 2024,0.0,netral
ibu kota nusantara ikn nusantara provinsi kalimantan timur makin eks kenal andaas dalam tahun akhir perintah pusat menggeandantorkan dana pembangunanan infrastruktur lebih kurang rp 40 triliun om samsul komika onana,0.0,netral
soanda kota warga gak pernah kecewa soanda raya gelegar prabu dewa19 semarak kampanye gembira,0.0,netral
kunjung presiden jokowi brunei darussalam buah kado investasi ibu kota nusantara ikn konsorsium investor brunei nila 300450 juta dolar as rp47 triliun bom bal miftah rekam raffi gemoysian ilana tan,0.0,netral
caandan presiden ri nomor urut 1 anies basendiriedan nilai pembangunanan ibu kota nusantara ikn beandam prioritas anies bangun fasilitas sehat didik infrastruktur masyarakat jauh lebih desak bangun buah kota baru bangun,0.0,netral
otorita ikn sebut target investasi dana pembangunanan kota nusantara ibu kota masa depan indonesia bukan asal anggar dapat belanja nusantara nonapbn tahun 2024 lebih kurang rp100 triliun madrid nguyen onana arda inul vini wadas,0.0,netral
nusantarawan bicara gagas bukan galak kan nusantarawan bicara masa depan bukan ngajak ngopi andaaran nusantarawan buat rakyat rasa nyaman bukan takut nusantarawan gak baperan dikitdikit buat lapor nusantarawan sejati tentu anies basendiriedan dong,0.0,netral
yuk intip pak anies basendiriedan sela sela jalan tuju cilacap jawa tengah cerita kepempimpinan sultan hb ix jadi inspirasi pak anies,0.0,netral
hadap rakyat tapanuli tengah sumatera utara pak anies basendiriedan indonesia simpang jalan jumat 12 januari 2024,0.0,netral
kaki gunung gamalama ternate maandaku utara pak anies sampai orasi depan puandahan ribu masyarakat ternate hari jumat 26 januari 2024,0.0,netral
rasa lelah pak anies terus laju bandung jawa barat padahal baru aceh dumai riau kini ada bandung tadi malam,0.0,netral
amp like are appreciated freebies at neo city the unity in jakarta yuu are my home for day 1 13 january 2023 indonesia arena senayan time amp spot tba see you around chilzen,0.8225,positif
otorita ibu kota nusantara oikn catat 345 letter of interest andai alias nyata minat investasi investor dan andaar negeri ingin ikut gabung garap ikn nusantara nana mirdad bahrain bal bank masendiri yessica tamara,0.4588,positif
siang rabu 3 januari 2024 acara desak anies tempat lapang cindua mato sumatera barat acara desak anies kota padang langsung membandadak datang,0.0,netral
otorita ibu kota nusantara oikn komitmen bangun ibu kota baru kalimantan timur kota ramah lingkung 80 transportasi publik 100 kendara listrik itu sesuai arah presiden jokowi nurul qatar salma pak tom info gempa mag china lebanon,0.0,netral
pak anies tengah kerumun masyarakat ternate maandaku utara hari jumat 26 januari 2024 besar rasa cinta kasih rakyat ternate maandaku utara pak anies basendiriedan,0.0,netral
malam pak anies aceh laanda dumai riau pagi hari di bandung jawa barat terus bandung langsung tuju purwakarta penuh undang juang pak anies ubah kenal rasa capek lelah,0.0,netral
ikn nusantara peran positif pemjndahan ibu kota nusantara beri peandaang kembang bagai sektoral ekonomi peran tumbuh ekonomi nasional menyeandaruh baggot andahari ulang tahun minamino tsamara wa aja sandy walsh barca,0.0,netral
sumatra barat pak anies langsung malam tuju ciamis jawa barat di purwakarta larut malam warga purwakarta cegat pak anies warga teriak turun mobil akhir pak anies keandaar dari mobil salam warga purwakarta,0.0,netral
bank masendiri meandancurkan emoney edisi khusus nusantara sama otorita ibu kota nusantara ikn oleh livin suka masendiri estore tokopedia shopee blibli,0.0,netral
cocaptain 2 tim nasional menang aniesmuhaimin timnas amin thomas lembong menteri investasi bahlil lahadalia saling singgung soal investasi ibu kota nusantara ikn,0.0,netral
konsep kota cerdas milik peran penting pembangunanan ibu kota nusantara tidak cipta lingkung efisien juga dukung lanjut kualitas hidup mba iu pak andarah pada p bu hesti ice bisad bang ara,0.0,netral
