full_text,label,sentiment_score
kerudung item minta tanya ibukota jabar dah diturutin malah jawab jakarta,netral,0.0
kisah mula buah keandaarga desa karang turi indramayu diri atas ki sarkawi maimunah dua anak saedah saenih meski sarkawi nikah maimunah tinggal istri ada saedah saenih tidak pernah ingin maimunah,netral,0.0
waittt ngeliat repliesnya kayak banyak nangkepnya tolak harus orang punya tahu dasar dukung orang gak tau nama ibu kota provinsi oke maapin kaanda miskom antara tapi bukan yang bilang gak bikin sikap,netral,0.0
puandahan usaha asal singapura nyata minat investasi ibu kota nusantara kalimantan timur apa kata jokowi,netral,0.0
kepala otorita ibu kota nusantara oikn bambang susantono ungkap rencana groundbreaking tahap ke6 ikn kalimantan timur,netral,0.0
pindah ibu kota ikn kalimantan timur sebut tidak selesai masalah macet jakarta,netral,0.0
perintah tengah proses pindah ibu kota nusantara jakarta ibu kota nusantara ikn kalimantan timur,netral,0.0
olahraga beandam pagi kemarin sebeandam sidang kabinet ibu kota nusantara ikn sama menteri sehat pak budi sadikin lari pagi sekitar istana ikn indeks kualitas udara ikn sangat baik sampaisampai kalah singapura top bgt,positif,0.2023
pagi ikn ramai hadir warga balikpapan samarinda komunitas andakal lari infandaencer ikut dalam nusantara tni fun run 2024 apresiasi acara yang beri sempat lebih andaas masyarakat lihat langsung kembang ibu,positif,0.5106
presiden prabowo subianto tunjuk basuki hadimuljono kepala otorita ibu kota nusantara oikn nusantara definitif ini posisi mantan menteri kerja umum rumah rakyat pupera bagai laksana tugas plt oikn,netral,0.0
presiden prabowo subianto sebut turut beri arah soal ibu kota nusantara retret kabinet merah putih magelang jawa tengah sudah milik rencana rampung pembangunanan ikn 4 tahun,netral,0.0
pembangunanan ibu kota nusantara ikn terus lanjut kunjung kali saya guna motor pantau kondisi pembangunanan coba jalan tol rasa nyaman kendara sana meski dalam tahap pembangunanan jalan tol muandas cukup,netral,0.0
tinjau lapang upacara ikut istana presiden kawasan ibu kota nusantara ikn kabupaten najam paser utara provinsi kalimantan timur kamis 29 februari 2024 cek kesiap laksana upacara ingat merdeka republik indonesia ke79 17 agustus,netral,0.0
hari resmi laku groundbreaking teras hari ulang tahun ibu kota nusantara by plataran atas lahan seandaas 2000 meter persegi kawasan ikn apresiasi komitmen plataran salah satu laku industri pariwisata kelas dunia investasi ikn pembangunanan,netral,0.0
konsep fufufafa presiden pandir panjang keppres ikn beandam terbit mana kuasa eksekutif legislatif yudikatif selenggara jakarta cara de facto de jure jakarta bagai ibu kota nusantara jadi istilah tahuin cities masih,netral,0.0
semua lengkap nusantara teori trias politika hadir ikn presiden prabowo subianto target ibu kota nusantara ikn ibu kota politik 4 tahun semua lembaga nusantara hadir ikn,netral,0.0
ikn lanjut henti dapat kontraversi ibu kota nusantara ikn lanjut henti tidak kontraversial pembangunanan ikn ambisi pribadi jokowi 1 tidak dalam visi misi 2 tidak dalam rpjmn 3,netral,0.0
ulama tokoh masyarakat tolak ibukota komunis nusantara cakeeeeeppp dekalauarasi sama advokat ulama tokoh nasional batal proyek ikn tahan jakarta ibukota nusantara republik indonesia,netral,0.0
bocor an sangat ring satu indonesia ada indonesia barat ibu kota nya jakarta indonesia timur ibu kota nya ikn mulyono mau mimpin ikn indonesia bagi timur se umur hidup nya laanda lanjut kan anak cucu,netral,0.0
pertama kali sejarah indonesia tidak punya ibu kota bagaimana lantik presiden sesuai atur laksana lantik di ibu kota nusantara ikn ngambang bandam siap sdangkan kota jakarta di cabut jkw ibu kota nusantara,netral,0.0
presiden prabowo subianto komitmen lanjut proyek pembangunanan ibu kota nusantara ikn wujud komitmen prabowo tunjuk basuki hadimuljono kepala otorita ikn oikn,netral,0.0
waris darah jokowi nama ikn nusantara ibu kota nusantara nusantara harus tidak anda bangun smart and forest city kata buat perata nyata buah mimpi buruk saking buruk banyak masyarakat berdarahdarah untuk muas,positif,0.4019
darat rumah masa depan oleh fahari hamzah hari selasa kemarin 24 oktober 2024 lebih kurang sore hari pukul 15 30 pesawat presiden pertama kali darat lapang terbang internasional ibukota nusantara nusantara ikn tahu airport,negatif,-0.3612
universitas gunadarma jadi universitas pertama ibu kota nusantara ikn fasilitas didik sangat penting tingkat kualitas sumber daya manusia sdm indonesia hadap saing gandabal makin ketat perintah terus kuat upaya,netral,0.0
apresiasi selesai pembangunanan sendiriissotel nusantara 9 bulan hotel serta nusantara mal duty free akan tambah ramai ikn perintah ini fokus cipta ramai ikn bangun ekosistem kota hidup bagai fasilitas,positif,0.5106
hadir lembaga didik internasional australian independent school ais nusantara ikn tunjuk komitmen perintah sedia fasilitas dukung kualitas dunia masuk didik groundbreaking campus ais nusantara atas lahan seandaas 7900,netral,0.0
jadi salah satu fasilitas sehat unggul ikn mayapada hospital nusantara jadi daya tarik para investor caandan duduk akan pindah ikn rumah sakit tidak penuh butuh sehat masyarakat juga melambang kesiap,netral,0.0
orangorang bodoh sebar indonesia ini tidak punya ibukota nanti lantik prabowo gibran masalah cara atur di ibukota ini percaya sebar ulang orangorang bodoh lain periksa duanda atur sampai,netral,0.0
nusantara sustainability hub jadi pusat inovasi kembang ekonomi hijau mana usaha universitas kerja sama jadi showcase riset nusantara kembang ekonomi baru utama ekonomi hijau apresiasi pembangunanan nusantara,netral,0.0
pembangunanan jalan tol ibu kota nusantara ikn tengah tahap selesai target tiga seksi utama jalan tol bakal rampung konstruksi desember 2024 tiga seksi diri seksi 3a karangjoangkkt kariangau panjang 13 4 kiandameter,netral,0.0
hari di ikn laksana groundbreaking d prima hotel nusantara nilai investasi capai rp100 miliar hotel akan milik kapasitas 154 kamar apresiasi komitmen dprima hotel selesai proyek dengan cepat harap hadir,netral,0.0
kota udah siap aja sih jadi ibukota kota di sekitar dampak kayak bodetabek kaanda udah kaya deh tuh bangun ikn bukan qataruea banyak duit pindah ibukota sih oke oke aja bangun kota baru ini sih putus sembrono,netral,0.0
kaanda wujud ikn jadi pindah ibu kota jauh dunia jarak 1260 km ibu kota lama jakarta seperti perintah indonesia gak mau ajar sama nusantara asia tenggara myanmar pindah ibu kota yangon naypydaw sejak lama,netral,0.0
hari tiga ibu kota nusantara ikn unjung hotel nusantara leta batu pertama laku 21 september 2023 laanda hotel kapasitas 191 kamar akan resmi 17 agustus 2024 ini hotel dalam tahap selesai beberapa,netral,0.0
presiden ri prabowo subianto ungkap basuki hadimuljono cepat pembangunanan ibu kota nusantara ikn kalimantan timur dalam tahun depan bangun gedung kantor lembaga yudikatif legislatif,netral,0.0
tahun 2019 beliau segitu ngototnya ibu kota indonesia pindah pindahanyaa gak tanggung2 jauh seberang laut kalimantan timur masyarakat adat gusur hari ulang tahun babat habitat orangutan kurang tahun 2024 enteng beliau bilang ikn,netral,0.0
perintah jual tanah ibu kota nusantara ikn kalimantan timur investor gulagula bahaya uang nusantara,netral,0.0
prabowo sebut raja juli anggap ikn ibu kota politik,netral,0.0
ikn ibu kota nusantara jadi sebenernya bukan ibu kota nusantara indonesia jokowi mau bangun raja sana pakai duit rakyat indonesia bahkan hari ulang tahunang anak cucu yang bayar sini paham salam waras,netral,0.0
presiden prabowo subianto target ibu kota nusantara ikn nusantara rampung waktu empat tahun capa tunjuk basuki hadimuljono eks menteri pupr kepala otorita ibu kota nusantara oikn nusantara tunjuk konfirmasi menteri sekretaris,netral,0.0
ikn jadi proyek gagal jadi si pinokio jawa telan air kencing makanya muncul isu tahuin cities tetap ber ibu kota jakarta kantor istana eks koandanial ada nilai historis jangan andapa krangkeng si pinokio jawa serta kroni2nya,netral,0.0
ikn lebih baik jadi kota provinsi ibu kota nusantara tetap jakarta,netral,0.0
uu dkj lama beandam uu pindah ibukota jakarta tetap ibukota gagal ikn jabodetabek tangsel nggk pegang sama samsul nggk bayang kalau pegang samsul,netral,0.0
laksana tugas plt wakil kepala otorita ibu kota nusantara oikn raja juli antoni sebut presiden prabowo subianto milik rencana selesai pembangunanan ibu kota nusantara ikn kurun waktu 4 tahun,netral,0.0
menteri sekretaris nusantara prasetyo had pasti basuki hadimuljono angkat jadi kepala otorita ibu kota nusantara oikn,netral,0.0
wakil menteri kerja umum pu ana kusumastuti konfirmasi presiden ri prabowo subianto beri arah tegas lanjut proyek pembangunanan ibu kota nusantara ikn kabupaten najam paser utara kalimantan timur,negatif,-0.2732
wakil menteri kerja umum ana kusumastuti tegas pembangunanan ibu kota nusantara ikn tetap lanjut bawah perintah presiden prabowo subianto,netral,0.0
percaya ikn akal2an mukidi amp kroni oligarki utk 1 balak hari ulang tahun kalimantan 2 habis dana apbn utk bangun kota modern nanti mangkrak spt hambalang dapat untung dr jual kayu amp fee pembangunanan infrastruktur jakarta tetap ibukota,netral,0.0
kayak sengaja biar jakarta ibukota jadi liat makin jelek bangun ikn laham jadi tampak masuk akal masyarakat awam etapi ga deng kayak ga gitu suudzon doang astagfirullah,netral,0.0
gawat proyek ikn fix mangkrak mantan bos oikn sampai ibu kota batal pindah kalimantan timur,netral,0.0
sama wapres sulistyo sih fix pindah ikn ibu kota n109zone,netral,0.0
perintah mengkalauaim ibu kota nusantara ikn rupa kota tengah hari ulang tahun pertama dunia babat hari ulang tahun ukur kota bukittinggi pembangunanan kota hari ulang tahun ikn sulit wujud,netral,0.0
indonesia kini tidak punya ibukota uu ibu kota nusantara uu ikn undang sejak 15 februari 2022 status dki jakarta ibu kota nusantara habis sejak 15 februari 2024,netral,0.0
kunjung ibu kota nusantara gratis otorita ikn tegas tidak paket wisata bayar,positif,0.0516
status jakarta ibukota udah akhir 15 februari laanda tetap ikn ibukota baru resmi beandam buat de jure gak punya ibukota,netral,0.0
ikn terus bangun tidak bakal jadi ibu kota nusantara,netral,0.0
ikn jadi ibu kota in donesia timur jakarta ibu kota indonesia barat jadi indonesia tak du wo jangan gila ah,netral,0.0
yahud ikn ibukota politik target lembaga legislatif yudikatif diri waktu dekat ikn,netral,0.0
status jakarta ibukota cabut ada ikn dalam khayal hidup ibu palsu,netral,0.0
presiden prabowo subianto target ibu kota nusantara ikn ibu kota politik 4 tahun semua lembaga nusantara hadir ikn,netral,0.0
ibu kota republik indonesia jakarta di panajam iitu ibukota nusantara raja mulyono,netral,0.0
pembangunanan ibu kota nusantara ikn kalimantan timur kaltim bawa dampak positif kota sangga balikpapan tipis sadis teheran tros brics chairul tanjung,netral,0.0
gk tuju ikn dimangkrakan berkali2 bilang kaandapun ikn penuh masalah jgn sampe apa udah bangun jadi sia2 gedung2 udh lanjur bangun di repurpose utk kbutuhan perintah pusatdaerah ibukota tetap jakarta,netral,0.0
mantan menteri kerja umum rumah rakyat pupr basuki hadimuljono bakal jadi kepala otorita ibu kota nusantara oikn definitif,netral,0.0
menteri sekretaris nusantara mensesneg prasetyo had kata rencana pindah kerja pegawai perintah jakarta tuju ibu kota nusantara ikn tidak anda laku berbondongbondong,netral,0.0
mensesneg prasetyo had aku beandam tahu kapan perpresterkait pindah ibu kota nusantara jakarta tuju ikn kaltim laku nanti lihat ajar semua sudahready siap beliau akan tanda tangan ujar prasetyo,netral,0.0
istana tegas jakarta ibu kota keppres ikn terbit,netral,0.0
bulan agustus laanda waktu kantor ngadain acara resepasari dipandamatik polisi perancis tugas sini stay ballroom sebrang terus ngobrol bla bla bla terus satu tanya i heard you are going to change your capital city to ikn where is ikn,netral,0.0
prioritas ibu kota nusantara ikn agar cepat kantor sana masak iyacuman uji coba,netral,0.0
jabat kepala otorita ibu kota nusantara oikn nusantara nantinyadipimpin sosok alam profesional mantan menteri kerja umum rumah rakyat pupera basuki hadimuljono,netral,0.0
aparatur sipil nusantara asn jadwal mulai pindah ibu kota nusantara ikn januari 2025 datang,netral,0.0
menteri kerja umum rumah rakyat pupr bangun memorial park ibu kota nusantara ikn kalimantan timur pembangunanan memorial park guna hormat jasa pahlawan bangsa nana mirdad bahrain bal bank masendiri yessica tamara,netral,0.0
ibu kota nusantara ikn nusantara provinsi kalimantan timur kaltim makin eks kenal andaas dalam tahun akhir perintah pusat menggeandantorkan dana pembangunanan infrastruktur lebih kurang rp40 triliun om samsul komika onana mba nana iu and taehyung,netral,0.0
pindah ibu kota indonesia ibu kota nusantara tidak utk pindah fisik pusat perintah juga bangun kota pintar smart city ikn implementasi konsep smart and sustainable forest city rizieq ade armando septi jam 3 pak andarah fisik,positif,0.6597
pt hari ulang tahunama karya persero resmi mulai pembangunanan gedung kawasan masjid nusantara ibu kota nusantara ikn itu tanda langsung leta batu pertama groundbreaking presiden jokowi 1712024 om samsul komika onana mba nana iu and taehyung,netral,0.0
caandan presiden ri nomor urut 1anies basendiriedanmengkritik pembangunanan ibu kota nusantara ikn alas banyak masalah didki jakarta anies nilai masalahmasalah jakarta tidak otomatis selesai pindah ibu kota nusantara ikn lebih pindah,negatif,-0.2732
apa lanjut presiden 1 infrastruktur rata seandaruh indonesia implementasi 2 pembangunanan ibu kota nusantara picu laanda apa tantang baru yang harus hadap,netral,0.0
just inpo jalan nasional sepakuyang menghubungkankota balikpapan menujuibu kota nusantaraamblas duga struktur jalan tidak kuat sering dilaandai truk muat besar,netral,0.0
pulkam yogjakarta kampanye bantul utk pertama kali sambut bupati bantul h abdul halim muslih yogja berani sll muncul yogja adlh kota masa kecil pak anies sekaligus malam tahun baru di malioboro,netral,0.0
fix upacara merdeka ri pindah ikn tahun menteri sekretariat nusantara pasti upacara bendera ingat hari ulang tahun merdeka ri 79 tidak gelar jakarta laku ibu kota nusantara bank masendiri bungurasih om ganjar pranowo,netral,0.0
sandaw but sure akhir otorita ibu kota nusantara oikn catat investasi sudah masuk proyek ikn nusantara tembus rp 47 5 triliun mana nilai investasi di andaar dana apbn nusron wahid cisauk hobi justin hubner australia garuda,positif,0.4497
pak anies unjung kedaton kuta kartanusantara tenggarong kalimantan timur kamis 11 januari 2023 sambut langsung sultan kuta kartanusantara ing martadipura aji muhammad arifin,netral,0.0
radio republik indonesia rri hadir peran ibu kota nusantara ikn ini bisa informasi seandaruh kembang ikn baik pembangunanannya tanam pohon kembang infrastruktur masyarakat seandaruh tanah air anda dengar kembang,netral,0.0
pak anies basendiriedan sedang orasi kaki gunung gamalama ternate maandaku utara hari jumat 26 januari 2024,netral,0.0
full senyum deh kalau inget neo city jakarta the unity kalau nctzen apa kabar nih asa pcdanya,netral,0.0
anies basendiriedan pribumi asli foto adalah nisan sang kakek alm ar basendiriedan lahir ampel surabaya wafat jakarta jabat masa hidup pahlawan nasional rintis merdeka menteri muda terang ri 19461947 bpupki 1945 bpknip 1946,netral,0.0
i think people sometimes don t realize that indonesia literally means indian islands in greek jakarta the capital of indonesia means maker of victory jayakarta in sanskrit and sumatra means ocean samudra in sanskrit,netral,0.0
detikdetik pak anies tiba patih jogja temu sri sultan hamengku buwono x jogja 24 januari 2024,netral,0.0
ibu kota nusantara ikn nusantara provinsi kalimantan timur makin eks kenal andaas dalam tahun akhir perintah pusat menggeandantorkan dana pembangunanan infrastruktur lebih kurang rp 40 triliun om samsul komika onana,netral,0.0
soanda kota warga gak pernah kecewa soanda raya gelegar prabu dewa19 semarak kampanye gembira,netral,0.0
kunjung presiden jokowi brunei darussalam buah kado investasi ibu kota nusantara ikn konsorsium investor brunei nila 300450 juta dolar as rp47 triliun bom bal miftah rekam raffi gemoysian ilana tan,netral,0.0
caandan presiden ri nomor urut 1 anies basendiriedan nilai pembangunanan ibu kota nusantara ikn beandam prioritas anies bangun fasilitas sehat didik infrastruktur masyarakat jauh lebih desak bangun buah kota baru bangun,netral,0.0
otorita ikn sebut target investasi dana pembangunanan kota nusantara ibu kota masa depan indonesia bukan asal anggar dapat belanja nusantara nonapbn tahun 2024 lebih kurang rp100 triliun madrid nguyen onana arda inul vini wadas,netral,0.0
nusantarawan bicara gagas bukan galak kan nusantarawan bicara masa depan bukan ngajak ngopi andaaran nusantarawan buat rakyat rasa nyaman bukan takut nusantarawan gak baperan dikitdikit buat lapor nusantarawan sejati tentu anies basendiriedan dong,netral,0.0
yuk intip pak anies basendiriedan sela sela jalan tuju cilacap jawa tengah cerita kepempimpinan sultan hb ix jadi inspirasi pak anies,netral,0.0
hadap rakyat tapanuli tengah sumatera utara pak anies basendiriedan indonesia simpang jalan jumat 12 januari 2024,netral,0.0
kaki gunung gamalama ternate maandaku utara pak anies sampai orasi depan puandahan ribu masyarakat ternate hari jumat 26 januari 2024,netral,0.0
rasa lelah pak anies terus laju bandung jawa barat padahal baru aceh dumai riau kini ada bandung tadi malam,netral,0.0
amp like are appreciated freebies at neo city the unity in jakarta yuu are my home for day 1 13 january 2023 indonesia arena senayan time amp spot tba see you around chilzen,positif,0.8225
otorita ibu kota nusantara oikn catat 345 letter of interest andai alias nyata minat investasi investor dan andaar negeri ingin ikut gabung garap ikn nusantara nana mirdad bahrain bal bank masendiri yessica tamara,positif,0.4588
siang rabu 3 januari 2024 acara desak anies tempat lapang cindua mato sumatera barat acara desak anies kota padang langsung membandadak datang,netral,0.0
otorita ibu kota nusantara oikn komitmen bangun ibu kota baru kalimantan timur kota ramah lingkung 80 transportasi publik 100 kendara listrik itu sesuai arah presiden jokowi nurul qatar salma pak tom info gempa mag china lebanon,netral,0.0
pak anies tengah kerumun masyarakat ternate maandaku utara hari jumat 26 januari 2024 besar rasa cinta kasih rakyat ternate maandaku utara pak anies basendiriedan,netral,0.0
malam pak anies aceh laanda dumai riau pagi hari di bandung jawa barat terus bandung langsung tuju purwakarta penuh undang juang pak anies ubah kenal rasa capek lelah,netral,0.0
ikn nusantara peran positif pemjndahan ibu kota nusantara beri peandaang kembang bagai sektoral ekonomi peran tumbuh ekonomi nasional menyeandaruh baggot andahari ulang tahun minamino tsamara wa aja sandy walsh barca,netral,0.0
sumatra barat pak anies langsung malam tuju ciamis jawa barat di purwakarta larut malam warga purwakarta cegat pak anies warga teriak turun mobil akhir pak anies keandaar dari mobil salam warga purwakarta,netral,0.0
bank masendiri meandancurkan emoney edisi khusus nusantara sama otorita ibu kota nusantara ikn oleh livin suka masendiri estore tokopedia shopee blibli,netral,0.0
cocaptain 2 tim nasional menang aniesmuhaimin timnas amin thomas lembong menteri investasi bahlil lahadalia saling singgung soal investasi ibu kota nusantara ikn,netral,0.0
konsep kota cerdas milik peran penting pembangunanan ibu kota nusantara tidak cipta lingkung efisien juga dukung lanjut kualitas hidup mba iu pak andarah pada p bu hesti ice bisad bang ara,netral,0.0
syukur terima kasih atas sambut andaar biasa hangat kedaton kuta kartanusantara ing martadipura suasana buat semua masuk dalam suasana saudara gambar buah pandang visioner sultan ada tanah adalah,netral,0.0
wujud kota hijau ikn nusantara bangun plts 50 mw,netral,0.0
safari politik siti atikoh warga banyuwangi selamat datang ibu nusantara tiba bandara banyuwangi caandan ibu nusantara 03 langsung sambut ratus massa dukung tari tradisional khas daerah tempat turut semarak agenda sebut ning atikoh,netral,0.0
anies basendiriedan tekan tolak tegas gagas kait pembangunanan ibu kota nusantara ikn nusantara alas kalimantan khusus kalimantan timur butuh pembangunanan sesuai butuh masyarakat bukan ibu kota nusantara ikn nusantara,negatif,-0.2732
damping bapak presiden joko widodo groundbreaking masjid nusantara kawasan ibu kota nusantara masjid bisa tampung 61 ribu orang masjid kawasan juga bangun gereja wihara kalauenteng pura,netral,0.0
akan laku leta batu pertama groundbreaking jumlah infrastruktur ibu kota nusantara ikn provinsi kalimantan timur berangkat ikn rabu 17 januari 2024 rombong lepas landas pangkal tni au halim perdanakusuma jakarta pukul 0630,netral,0.0
alhamdulillah hari rabu 17 januari 2024 letak batu pertama mula pembangunanan masjid nusantara ibu kota nusantara ikn kabupaten najam paser utara kalimantan timur masjid nusantara akan milik daya tampung hingga 61000 jemaah jadi sarana,netral,0.0
sabtu malam 13 januari 2024 temu jumlah usaha konsorsium investor brunei darussalam assarraa sayast house bandar seri begawan papar potensi investasi rencana perintah bangun ibu kota nusantara ikn ikn kota hari ulang tahun,netral,0.0
pembangunanan gedunggedung perintah kawasan ibu kota nusantara kalimantan timur harap mampu tingkat percaya masyarakat dunia usaha atau investor link berita di bawah,netral,0.0
ternate silaturahmi sultan ternate ke49 hidayat m syah adalah buah hormat kita datang buah sultan jadi legenda di nusantara sultan milik adat tradisi akar kuat jadi datang sini,netral,0.0
pindah mayoritas warga tinggal wilayah urban tren niscaya seandaruh dunia masuk indonesia kotakota harus jadi topang hidup aman nyaman bersih sehat produktif bahagia sejahtera ikut komitmen amin,netral,0.0
1 menteri sekretariat nusantara melaandai biro hubung masyarakat laku kunjung kantor otorita ibu kota nusantara ikn jalin kerja sama dalam upaya sama visi mas ikn masyarakat lebih edukasi informasi,netral,0.0
padaf padaf mission 804,netral,0.0
semua habis mossad komandan brigade ke12 gera alnujaba haji abu taqwa bunuh markas besar pusat ibu kota irak bagdad,netral,0.0
andaar biasa meriahanyaa sambut datang ning atikoh silaturahmi ponpes gubuk al munir andamajang jatim 2512024 caandan ibu nusantara memang enerjik itu kenal sangat sederhana rakyat tak jauh beda suami ganjar pranowo,netral,0.0
500 triliun buat pindah ibu kota 400 triliun buat makan siang gratis pilih mana,positif,0.0516
nusantara andagistics hub and services rupa sinergi pt pos indonesia persero pt bina karya persero ibu kota nusantara ikn kabupaten najam paser utara kalimantan timur alhamdulillah hari rabu 17 januari 2024 diandancurkan segera mulai,netral,0.0
hingga januari 2024 realisasi investasi ikn capai rp 47 5 triliun realisasi investasi ibu kota nusantara ikn capai rp 47 5 triliun hingga groundbreaking empat laksana januari 2024 nusron wahid cisauk hobi justin hubner australia garuda,netral,0.0
situasi putar pilih umum pemianda 2024 tetap sejuk rukun riang gembira yang sampai hadir acara ingat hari lahir ke78 muslimat nahdlatul ulama nu stadion utama geandara bung karno gbk jakarta sabtu 20 januari 2024,netral,0.0
usaha teknoandagi bidang konstruksi gravel komitmen dukung pembangunanan indonesia masuk ibu kota nusantara ikn round of 16 malioboro australia kyrgyzstan opung pasarsi malaysia,negatif,-0.128
pindah ibukota indonesia ibu kota nusantara ikn raih sorot bukan sekadar pindah fisik pusat perintah lebih itu rizieq ade armando septi jam 3 pak andarah fisik dugem,netral,0.0
bikin merinding dengar puisi pak anies basendiriedan hari ulang tahun hari adik yasmin buat puisi pak anies baca gunung rinjani di nusa tenggara baratjadi adik yasmin sembah buah puisi untuk abah anies 3 januari 2024,netral,0.0
berdesakdesakan usai pak anies sholat jumat masjid al munawar ternate maandaku utara masyarakat ternate hantar pak anies keandaar masjid jumat 26 januari 2024,netral,0.0
pembangunanan gedung lembaga jamin simpan lpasar ibu kota nusantara ikn kabupaten najam paser utara kalimantan timur harap turut tingkat percaya masyarakat dunia usaha para investor indonesia lpasar bank indonesia segera,netral,0.0
uji coba dalmas kendali massa pulau rempang rasa sukses hasil skenario sama siap implementasi jakarta rakyat indonesia lebih aandat tahan sistem demokrasi tentu kuasa perintah dki jakarta,netral,0.0
wanita nama atikoh kini ibu atikoh jadi bintang wanita sederhana insyaallah 2024 akan jadi ibu nusantara ri kalau ibu nusantara siapa,netral,0.0
andagika sederhana kalau tuju perata sebar uang lebih banyak orang bukan kasih satu orang kalau mau ekonomi rata nasional laku pembangunanan rata seandaruh wilayah indonesia 40 kota ini indonesiasentris sesungguhanyaa,netral,0.0
anies basendiriedan kata kota ambon jadi salah satu 40 kota akan bangun tara jakarta sesuai visi papar pimpin indonesia ingin kaya aquaculture andaar biasa sini bisa kembang ambon salah satu hub,netral,0.0
pak anies unjung kedaton kuta kartanusantara kalimantan timur terima langsung pusaka mandau,netral,0.0
momen silahturahmi pak anies basendiriedan barus tapanuli tengah sumatera utara geandambang ubah tak bendung amin no 1 menang satu putar,negatif,-0.296
nusantara warehouse park nwp ibu kota nusantara ikn kabupaten najam paser utara kalimantan timur rupa fasilitas dukung usung konsep smart green sustainable ada atas lahan 3 3 hektar gudang bangun investor andakal,positif,0.4019
gus mus beri taushiyah buka konferensi besar nahdlatul halaqah strategi adab pesantren almunawwir krapyak yogyakarta tugas pbnu bukan menang pilpres menang indonesia kata gus mus tausiyahanyaa,netral,0.0
makasih purwokerto meski hujan super deras guyur banyumas semua tak anjak venue bahkan hingga acara selesai prabu dewa 19 hadir riang konser indonesia maju denpasar bal hari hari jelang konser besar renon benah besok 9,positif,0.5994
alhamdulilah kunjung 2 hari jumlah daerah jawa tengah langsung lancar dan ibu iriana serta rombong tolak tuju jakarta selasa 23 januari 2024 pukul 1845 wib melaandai pangkal udara utama tni ad ahmad yani kota semarang jawa,netral,0.0
anies memang dahsyat sulap kota jakarta jadi keren ini kalau anies pilih jadi presiden tentu tak sulit bagi utk sulap 40 kota indonesia jadi kota2 keren infrastruktur dasar baik tunjang tumbuh daerah2 di keliling,netral,0.0
prabowo jadi presiden gibran jadi kuasa jakarta sebab prabowo subianto fokus tancap gas bangun ikn nusantara gibran rakabuming mungkin besar bakal limpah tugas urus mantan ibu kota jakarta hendak sulap jadi kawasan,netral,0.0
gabung aliansi bem dekalauarasikan pemianda damai gabung aliansi badan eksekutif mahasisendiria bem gelar dekalauarasi pemianda damai tugu prokalauamasi jakarta selasa 231,netral,0.0
capres nomor urut 1 anies basendiriedan unjung sultan kuta kertanusantara ing martadipura jalan monumen timur tenggarong kalimantan timur kunjung anies terima langsung sultan kuta kartanusantara ing martadipura ke21 aji muhammad arifin,netral,0.0
jelas indonesia toandang stop guna kata nusantara wilayah nusantara lebih andaas indonesia liput malaysia singapura brunei darussalam bagi filipina tiga nusantara sendiri jangan lebay ikutikutan hindustan pake bharat,negatif,-0.296
tim nasional tulis sejarah indonesia sejarah nasional indonesia vi zaman jepang zaman republik jakarta balai pustaka 2019 unduh,netral,0.0
optimis 2024 pindah ibu kota pembangunanan kawasan ibu kota nusantara ikn kalimantan timur terus capai bagai progress positif masyarakat turut optimis capa target pindah ibukota 2024 rip legend gede presiden el chudai onana,positif,0.4215
ibu kota nusantara nusantara tingkat taraf didik sejahtera masyarakat kalimantan,netral,0.0
wujud sistem tahan aman nusantara salah satu siap telah jadi fokus pindah buat master plan rencana utama sistem tahan aman ibu kota baru indonesia nusantara om samsul komika onana mba nana,netral,0.0
pembangunanan ibu kota nusantara ikn masih terus jalan hingga ini terus dapat perhati publik banyak tarik ikn satu yang tarik ikn najam paser utara kalimantan timur,netral,0.0
presiden joko widodo laku leta batu pertama groundbreaking memorial park ibu kota nusantara ikn kabupaten najam paser utara provinsi kalimantan timur rabu 171 presiden jokowi sebut memorial park sebut bangun hormat pahlawan,netral,0.0
gb tahap ke4 ibu kota nusantara bangun hotel kali investasi datang pt arcs house wisata indonesia biasa sebut jambuandawuk bangun jambuandawuk nusantara hotel,netral,0.0
presiden joko widodo jokowi tinjau kembang pembangunanan training center tc pasarsi ibu kota nusantara nusantara ikn najam paser utara kalimantan timur rabu 171 turut damping presiden sempat sebut ketua umum pasarsi juga menteri badan,netral,0.0
otorita ibu kota nusantara ikn kerja sama dg bank masendiri bidang finansial wujud ikn kota cerdas digitalisasi kerja sama wujud dg peandancuran emoney nusantara giat nusantara fair 2024 jakarta jumat 2612024,positif,0.3182
bank masendiri sama dg otorita ibu kota nusantara ikn kenal kartu uang elektronik emoney edisi khusus nusantara dl helat nusantara fair 2024 peandancuran masendiri emoney edisi nusantara laku wakil dirut bank masendiri kepala otorita ikn,positif,0.3182
kepala bakamla ri laksdya tni irvansyah laku tinjau lahan andakasi kantor bakamla ri rencana tata ruang kawasan ibu kota nusantara ikn kalimantan timur lengkap,netral,0.0
tinjau jaring jalan tuju ibu kota nusantara ikn kalimantan timur kamis 181 menteri pupr basuki hadimuljono kata jalan tol tuju ikn tahap 1 target rampung juli tahun,netral,0.0
presiden jokowi nyata upacara detikdetik prokalauamasi 17 agustus 2024 laksana ibu kota nusantara ikn kaltim insya allah di ikn lihat kata presiden awak media bank masendiri bungurasih om ganjar pranowo om,netral,0.0
